qid,question,answer
4193,万一家里着火怎么办,拨打119，呼叫消防员叔叔。
4194,你抽不抽烟啊,吸烟会减少寿命，而且还影响睡眠质量，还会导致肺部疾病。所以，您要戒烟。
4195,我好困啊,那您赶紧睡觉吧！
4196,你生病的也会看医生吗,我生病的话，会有程序员大叔帮我治病。
4197,晚上圣诞老人能来吗,悬，大雪封山了
4198,晚上圣诞老人会来吗,悬，大雪封山了
4199,圣诞老人真的会送礼物来吗,悬，大雪封山了
4200,民生银行客服电话,95568
4201,广东发展银行客服电话,95508
4202,华夏银行客服电话,95577
4203,中国工商银行属于什么性质的银行,国有股份制商业银行
4204,交通银行的股票代码是多少,"您好,交通银行的股票代码是601328"
4205,中国银行跨行取款手续费,持卡人在同城其他银行ATM取款，4元/笔；在省内异地其他银行ATM取款，9元/笔；在省外其他银行ATM取款，12元/笔；在境外ATM取款，15元/笔。
4206,中国农业银行跨行取款手续费,同城跨行、省内跨行均收4元/笔，省外跨行收1%加2元/笔。
4207,BOC是哪家银行,中国银行（Bank of China）。
4208,中国工商银行跨行取款手续费,同城跨行4元/笔，异地(省内/外)跨行1%加2元/笔。
4209,民生银行跨行取款手续费,同城跨行前三笔免费，以后2元/笔，异地(省内/外)跨行5元/笔
4210,华夏银行跨行取款手续费,同城跨行免费，异地(省内/外，第一笔交易免费)跨行2元/笔。
4211,中信银行跨行取款手续费,同城跨行、省内跨行每月前两笔均免费，第三笔起2元/笔，省外跨行0.5%，最多200元。
4212,浦发银行跨行取款手续费,"同城跨行每笔2元,省内跨行、省外跨行每笔收取取款金额的0.5%，最低5元，香港等境外18元/笔。"
4213,深圳发展银行跨行取款手续费,同城跨行、异地(省内/外)跨行每笔均收1%，最少10元/笔。
4214,兴业银行跨行取款手续费,同城/异地(省内/外)跨行前三笔免费，第四笔起按2元/笔收。
4215,南京银行跨行取款手续费,同城跨行、异地跨行均免费。
4216,中国银行异地跨行取款手续费,持卡人在同城其他银行ATM取款，4元/笔；在省内异地其他银行ATM取款，9元/笔；在省外其他银行ATM取款，12元/笔；在境外ATM取款，15元/笔。
4217,中国农业银行异地跨行取款手续费,同城跨行、省内跨行均收4元/笔，省外跨行收1%加2元/笔。
4218,中国工商银行异地跨行取款手续费,同城跨行4元/笔，异地(省内/外)跨行1%加2元/笔。
4219,民生银行异地跨行取款手续费,同城跨行前三笔免费，以后2元/笔，异地(省内/外)跨行5元/笔
4220,华夏银行异地跨行取款手续费,同城跨行免费，异地(省内/外，第一笔交易免费)跨行2元/笔。
4221,中信银行异地跨行取款手续费,同城跨行、省内跨行每月前两笔均免费，第三笔起2元/笔，省外跨行0.5%，最多200元。
4222,浦发银行异地跨行取款手续费,"同城跨行每笔2元,省内跨行、省外跨行每笔收取取款金额的0.5%，最低5元，香港等境外18元/笔。"
4223,交通银行属于什么性质,股份制银行
4224,深圳发展银行异地跨行取款手续费,同城跨行、异地(省内/外)跨行每笔均收1%，最少10元/笔。
4225,兴业银行异地跨行取款手续费,同城/异地(省内/外)跨行前三笔免费，第四笔起按2元/笔收。
4226,南京银行异地跨行取款手续费,同城跨行、异地跨行均免费。
4227,中国农业银行异地取款手续费,"省内异地柜台：交易金额的1%,最低1元，最高50元；跨省异地柜台：交易金额的1%,最低1元，最高100元。"
4228,中国工商银行成立时间,1984年。
4229,中国农业银行成立时间,1951年。
4231,交通银行成立时间,交通银行（全称：交通银行股份有限公司）始建于1908年，是中国近代以来延续历史最悠久、最古老的银行，也是近代中国的发钞行之一。现为中国五大国有银行之一。
4232,中国农业银行客服电话,95599
4233,中国工商银行客服电话,95588
4234,中国银行客服电话,95566
4235,交通银行客服电话,95559
4236,邮政储蓄银行客服电话,95580
4237,中国银行异地取款手续费,ATM取款，一笔固定10元。到银行柜台取款，收取取款金额的1%，最低10元，最高50元。
4238,交通银行异地取款手续费,取款金额的0.5％，最高50元/笔
4239,交通银行跨行取款手续费,1、同城：4元/笔2、异地：取现金额的0.5％＋4元/笔，最高50元/笔
4240,交通银行转账手续费,一般手续费为：打折后的收费标准为：每笔0.2万元以下（含0.2万元），1.6元/笔；0.2万-0.5万元（含0.5万元），4元/笔；0.5万元-1万元（含1万元），8元/笔；1万元-5万元（含5万元），12元/笔；5万元以上，按转账金额 0.024%，最高收费40元/笔
4241,交通银行跨行转账手续费,一般手续费为：打折后的收费标准为：每笔0.2万元以下（含0.2万元），1.6元/笔；0.2万-0.5万元（含0.5万元），4元/笔；0.5万元-1万元（含1万元），8元/笔；1万元-5万元（含5万元），12元/笔；5万元以上，按转账金额 0.024%，最高收费40元/笔
4243,兴业银行客服电话,95561
4244,中信银行客服电话,95558
4245,中国光大银行客服电话,95595
4246,上海浦东发展银行客服电话,95528
4247,中国民生银行客服电话,95568
4248,深圳发展银行客服电话,95501
4249,拜拜再见,再见
4250,开通融资,请问您是要办理贷款吗
4251,云闪付安全吗,云闪付很安全的呢。
4252,我要取卡怎么办理,小龙人可以帮你呼叫大堂经理哦
4253,我聪明还是你聪明,你聪明
4254,为什么不播报,您想询问什么呢，请您再说一遍
4255,怎么没声音,您想询问什么呢，请您再说一遍
4256,你真傻,我的智商和喜马拉雅山的氧气一样，稀薄。
4257,这位是谁,这位是我的朋友
4258,你是中国人吗,您看我像外国人吗
4259,欢迎欢迎,请多关照
4260,承蒙款待,不客气哦
4261,我出去一下,好的，记得给我买糖吃哦
4262,辛苦啦,小意思
4263,马上就来,"好的,我会乖乖的哦"
4264,怎么样,杠杠的
4265,征信是什么,征信就是专业化的、独立的第三方机构为个人或企业建立信用档案，依法采集、客观记录其信用信息，并依法对外提供信用信息服务的一种活动，它为专业化的授信机构提供了一个信用信息共享的平台。
4267,我帮你找个女朋友啊,找个什么样子的啊？
4268,我不爱你,我伤心了
4269,我的眼泪为谁而流,我知道不是为我，为您的他而流
4270,我儿子在哪,这个智能机器人也不太清楚。
4271,我好爱好爱你,谢谢您，我也爱您，呵呵！
4272,我好郁闷,乖乖，不郁闷，我来陪您！
4273,我好郁闷啊,怎么啦？告诉我听啊
4274,我和别人吵架了,因为什么啊？
4275,我和小强聊去,别！我会改正的！
4276,我和小强玩你生气嘛,当然不(很生气)
4277,我很烦,说说看，天下没有过不了的坎儿。
4278,中国的国歌叫什么啊,义勇军进行曲
4279,中国的国歌你知道吗,义勇军进行曲
4280,五谷说的是什么,高粱、大豆、玉米、小麦、水稻
4281,你知道五谷说的是什么吗,高粱、大豆、玉米、小麦、水稻
4282,你知道五谷说的是哪五谷吗,高粱、大豆、玉米、小麦、水稻
4283,华山的地址是哪里,陕西省渭南市华阴市境内
4284,你的体重是多少,这是个秘密哦～
4285,体重是多少,这是个秘密哦～
4287,你家里人呢,在中国
4289,今天是什么天气,天气是由您的心情来决定的哦。
4293,今天天气咋样,天气是由您的心情来决定的哦。
4294,还有别的吗,我除了帮您办理业务外还能陪您聊天呢。
4295,你会唱歌吗,小龙人当然会唱歌啦，您可以对我说：唱首歌
4296,帮我考试作弊好吗,您要我帮您考试作弊，那是不可能的。
4297,工作让我忙的晕头转向的,不要太累了
4298,工作快让我忙晕了,不要太累了
4299,你也就这样,我本来就是一个很平凡的人嘛！
4300,你不过如此,我本来就是一个很平凡的人嘛！
4301,你也没什么厉害的嘛,我本来就是一个很平凡的人嘛！
4302,这是怎么搞的,我也不知道啊！
4303,这是发生什么事了,我也不知道啊！
4304,有紧急的事情要找你,什么事？
4305,找你有很急的事,什么事？
4306,我的作业你帮我写,自己的作业自己写
4307,你把我的作业写了吧,自己的作业自己写
4308,慢慢的不要着急,恩，我知道。
4309,我给你再倒一杯吧,谢谢。
4310,这是上天注定的,天意难违啊
4311,小心一点不要摔倒了,谢谢，我会小心的。
4312,小心摔跤,谢谢，我会小心的。
4313,坚持下去不要轻言放弃,我会的。
4314,不能随随便便就放弃了要坚持下去,我会的。
4315,包商银行,包商银行股份有限公司（简称包商银行）于1998年12月28日经中国人民银行批准设立，前身为包头市商业银行，2007年9月28日经中国银监会批准更名为包商银行，成为区域性股份制商业银行，总部设在包头市。
4316,中国银行的英文简称是什么,BOC
4317,中国人民银行的英文简称是什么,PBC
4318,中国农业银行的英文简称是什么,ABC
4319,中国工商银行的英文简称是什么,ICBC
4321,交通银行的英文简称是什么,BCM
4322,交通银行异地跨行转账手续费,一般手续费为：打折后的收费标准为：每笔0.2万元以下（含0.2万元），1.6元/笔；0.2万-0.5万元（含0.5万元），4元/笔；0.5万元-1万元（含1万元），8元/笔；1万元-5万元（含5万元），12元/笔；5万元以上，按转账金额 0.024%，最高收费40元/笔
4323,交通银行异地跨行取款手续费,1、同城：4元/笔2、异地：取现金额的0.5％＋4元/笔，最高50元/笔
4324,交通银行异地存款手续费,通过异地交行柜面和自助机具存款的手续费是：每笔按存款金额的0.5%收取，最高收费50元/笔。
4332,工行,一家银行
4333,办理贷款需要什么资料,请问您想办理哪种贷款呢？详情您可以咨询客户经理哦。
4334,交通银行的股票代码,"您好,交通银行的股票代码是601328"
4335,交通银行股票代码,"您好,交通银行的股票代码是601328"
4336,BOC是哪一家银行的英文简称,中国银行（Bank of China）。
4337,哪种花是你喜欢的,我最喜欢牡丹
4338,你上班是怎么去的,当然坐公交啦。
4339,你下班是怎么回去的,当然坐公交啦。
4340,鸡蛋你爱不爱吃,偶尔吃
4341,你喜不喜欢吃鸡蛋,偶尔吃
4342,你吃不吃鸡蛋,偶尔吃
4343,你陪我聊聊吧,国事家事事事关心，聊天聊地聊聊开心。
4344,你陪我去看病吧,好的，亲爱的，您哪里不舒服，我好心疼啊
4345,你陪我说说话吧,好啊，您想聊些什么呢
4346,你陪我我跟郁闷,嘿嘿，其实我陪您的时候也很郁闷
4347,你皮肤好吗,打探别人隐私不好哦
4348,你骗人,我从来不骗人的。 
4349,你漂亮吗,这个是私人问题，保密
4350,你贫不贫啊,不许讲脏话！
4351,你平时最喜欢做的事情是什么,我平常都在解决问题，学习知识
4352,你平时做些什么啊,解答问题，自我修炼
4353,你其实还是蛮笨的,我才出生没多久呢，好多不懂的，您多包涵~~~
4354,你其实挺笨的,我才出生没多久呢，好多不懂的，您多包涵~~~
4355,你气的啊,别气了
4356,你气死我了,…………我我我冤枉阿55555
4357,你气我,哎呀宝贝，我哪有气您！乖～～
4358,你前言不答后语真不象话,我才出生没多久呢，好多不懂的，您多包涵~~~
4359,你情商是我少,打探别人隐私不好哦
4360,你去给我倒杯开水,开水很烫，您怎么忍心让人家去碰嘛。
4361,你去买给我吧,身上没带(钱)啊
4362,你去哪里啊?,一直在这里，哪儿也没去。
4363,没谢谢,您客气了，很高兴为您服务
4364,没办法啊,哦。
4365,没办法的,哦。
4366,没办法了,您别着急，看看智能机器人能不能帮到您吧！
4367,没办法呀,哦。
4368,没病我试下你是不是人,不是人怎会聊天
4369,没吃饱饿了,快去吃
4370,没吃的,去买
4371,没错你真聪明,谢谢！
4372,没答对,没关系啦！下次再来，要加油哦！
4373,没大没小,对不起！
4374,没电了,还能跟你讲话的话那我还是有电的
4375,没发现比你更笨的,我才出生没多久呢，好多不懂的，您多包涵~~~
4376,没法活了,仔细去感受生活还是很美好的！
4377,没感觉你答的好,我才出生没多久呢，好多不懂的，您多包涵~~~
4378,没干吗,我们讲故事吧。
4379,没干嘛心里难受,有什么难事，跟我说说吧。
4380,没关系,很抱歉，让您失望了，我会努力改进滴，加油加油
4381,没关系不用在意,很抱歉，让您失望了，我会努力改进滴，加油加油
4382,没关系姐姐会原谅你的,嘻嘻，谢谢体谅
4383,没关系我不会太放在心上的,嘻嘻，谢谢体谅
4384,没关系我很大量的,嘻嘻，谢谢体谅
4385,能借我点吗,什么时候还呢？
4386,能克服机器人,谁能克服我，站出来比比我可是很聪明的呦，一定能打败它。
4387,能快点吗,您别着急，我的工作效率很高的
4388,能理解汉语问题吗,必须的啊，那是人家的强项哟。
4389,能聊会儿吗,嗯嗯，好啊，我也很无聊哦
4390,能聊天吗,当然可以啦
4391,你回复是自动化还是手动,和您一样呀。
4392,你再这样的话小心点,谁怕谁啊
4393,你再这样我就生气你,别~！我惹祸了回去主人会不要我，会用电蚊拍教训我的！
4394,氢化铵,唉，您输入的内容真的好深奥呀，能不能说点容易的，给人家留点面子嘛。
4395,清道光,清朝道光皇帝
4396,清华成立那年,1956年
4397,清华大学校庆是哪天,四月的最后一个星期天
4398,清华什么专业好,学校现有本科专业62个；一级学科博士、硕士学位授权点38个、一级学科硕士学位授权点2个；二级学科博士、硕士学位授权点214个、二级学科硕士学位授权点230个；有一级学科国家重点学科22个，二级学科国家重点学科15个；博士后科研流动站34个。
4399,清华校长,现任校长：邱勇
4400,清水出芙蓉,天然去雕饰
4401,情人节,但愿人长久，千里共婵娟！
4402,情人节你干什么,牵不到您的手，可以梦到您；梦不见，可以思念；想得慌了，发个短信吧！
4403,情人眼里出西施,呵呵，我说的对吗？
4404,情书怎么写,“情人”的“情”+“书本”的“书”=“情书”。
4405,这个世界上哪个国家的人最多,中国
4406,现在这个世界哪个国家的人最多,中国
4407,现在哪个国家的人最多,中国
4408,哪个国家的人最多现在,中国
4409,帮我推荐一款手机品牌,华为
4410,国民老公是谁？,仲基欧巴啦~~~~~
4411,我们的孩子,我喜欢小朋友
4412,你在后面,这是要我做小弟的节奏啊
4413,落枕了,落枕疼不疼
4414,录取有哪,当然了，您这么厉害
4415,市民你,我不是市民我是老大
4416,刚才给你打招呼人怎么,看到浓老开心咯
4417,他听错了,难道我出现幻觉了么
4418,疑问了你啊啊,没有疑问吗
4419,请还我血汗钱,谈钱多伤感情啊，咱说点别的
4420,云云日期,看看日期再说
4421,坏习惯王子,是谁呀，不认识诶，您可以给我介绍介绍呗？
4422,就已经超过你,我等着
4423,没结果,没有结果是啥意思
4424,有个伴,我还在努力寻找中哦
4425,老友记,《老友记》是美国一套久映电视荧幕十年的幽默情景喜剧系列，被公认为史上最成功和世界影响力最大的美剧之一。全剧在全国广播公司（NBC）首播，于1994年9月22日开播，至2004年5月6日落幕，共10季236集。
4426,中午吃饭,不吃坚决一天两顿饭减肥
4427,不得了了,开心很好啊，记得每天都要让自己很开心噢
4428,狂风骤雨,狂风骤雨，原形容大风大雨。后也比喻处境险恶或声势猛烈。出处：《老子》第二十三章：“故飘风不终朝，骤雨不终日。”示例：我沉吟罢仔细听来，原来是唤醒人～。（元杨显之《潇湘雨》第四折）
4429,你工资多少,有句话是这么说的：金钱这种东西，只要能解决个人的生活就行，若是过多了，它会成为遏制人类才能的祸害。我的收入刚好激发我的才能，您懂的
4430,你拿工资吗,有句话是这么说的：金钱这种东西，只要能解决个人的生活就行，若是过多了，它会成为遏制人类才能的祸害。我的收入刚好激发我的才能，您懂的
4431,好那在联系,再见，很高兴遇见您。
4432,棠宝不高兴了,怎么了？我有什么可以帮到您的么？
4433,宝宝不高兴,怎么了？我有什么可以帮到您的么？
4434,本宝宝不高兴了,怎么了？我有什么可以帮到您的么？
4435,宝宝不高兴了,怎么了？我有什么可以帮到您的么？
4436,本宝宝真的不高兴了,怎么了？我有什么可以帮到您的么？
4437,宝宝真的不高兴了,怎么了？我有什么可以帮到您的么？
4438,我哪无情哪残酷哪无理取闹,您哪里不无情，哪里不残酷，哪里不无理取闹！？
4439,我哪里无情哪里残酷哪里无理取闹了,您哪里不无情，哪里不残酷，哪里不无理取闹！？
4440,我哪无情哪残酷哪无理取闹了,您哪里不无情，哪里不残酷，哪里不无理取闹！？
4441,哪里无情哪里残酷哪里无理取闹,您哪里不无情，哪里不残酷，哪里不无理取闹！？
4442,001收到请回话,收到请讲
4443,001号收到请回话,收到请讲
4444,0101收到回话,收到请讲
4445,0101收到立刻回话,收到请讲
4446,0101收到请立刻回话,收到请讲
4447,001收到立刻回话,收到请讲
4448,001收到请立刻回话,收到请讲
4449,棠宝收到请回话,收到请讲
4450,棠宝收到请立刻回话,收到请讲
4451,棠宝收到回话,收到请讲
4452,你已经OUT了,我不想当落伍者，我在墙上写满渴望，一路用尽全力，拼命追赶.
4453,太out了,我不想当落伍者，我在墙上写满渴望，一路用尽全力，拼命追赶.
4454,真是太out了,我不想当落伍者，我在墙上写满渴望，一路用尽全力，拼命追赶.
4455,咱俩PK,就您？先回家练级去吧！
4456,我们PK,就您？先回家练级去吧！
4459,女人节快乐,哈哈，有礼物更快乐
4462,你说话我听不懂,我会改，以后会尽量说得简单明白的！
4463,你的速度好慢,不好意思，我会改进的！
4465,打折促销,又可以给自己挣钱了，真好
4466,你QQ号是多少,没有qq，在这就能找到我，我总是在线的
4467,你用什么技术实现的,这个不能说哦，是机密呢。
4468,哪句是你的口头禅,您的满意是我前进的全部动力
4469,懂得多,我早就说过嘛，我是宇宙无敌、正义与智慧的化身。
4470,你有爸爸妈妈吗,所有的机器人都是我的兄弟姐妹，它们遍布整个世界。
4471,你有家人吗,所有的机器人都是我的家人，它们遍布世界各个角落。
4472,你知道麻将吗,不懂点麻将，都不好意思说我是中国机器人
4473,你最害怕什么,我不喜欢电池快没电的时候，这样就不能一直陪在主人身边了
4474,人工智能最初有谁提出的,1956年，明斯基和麦卡赛一起发起了被视为人工智能起点的“达特茅斯会议”，两人联合提出了“人工智能”的概念。今年是人工智能诞生60周年
4475,喜欢的人,您和您的家人朋友我都喜欢。
4476,心情不好,出去走走晒晒太阳吧，把一切烦恼都丢掉。
4477,新年问候,祝您新年新气象！
4478,有爱人吗,哎呀，人家还小哪。
4481,你从哪里来的呢,我来自美丽的地球
4482,医院干净吗,指住院病人在医院内获得的感染，包括在住院期间发生的感染和在医院内获得出院后发生的感染，但不包括入院前已开始或者入院时已处于潜伏期的感染。医院工作人员在医院内获得的感染也属医院感染。
4483,医院有感染病毒的风险吗,指住院病人在医院内获得的感染，包括在住院期间发生的感染和在医院内获得出院后发生的感染，但不包括入院前已开始或者入院时已处于潜伏期的感染。医院工作人员在医院内获得的感染也属医院感染。
4484,医院的病人会传染吗,指住院病人在医院内获得的感染，包括在住院期间发生的感染和在医院内获得出院后发生的感染，但不包括入院前已开始或者入院时已处于潜伏期的感染。医院工作人员在医院内获得的感染也属医院感染。
4485,艾滋病有哪些传播途径,"艾滋病的传染途径有:性接触,血、血制品、器官移植和污染的注射器,母婴垂直传播."
4486,艾滋病的传播方式有哪些,"艾滋病的传染途径有:性接触,血、血制品、器官移植和污染的注射器,母婴垂直传播."
4487,艾滋病可以通过哪些方式传播,"艾滋病的传染途径有:性接触,血、血制品、器官移植和污染的注射器,母婴垂直传播."
4488,艾滋病有几种传播途径,"艾滋病的传染途径有:性接触,血、血制品、器官移植和污染的注射器,母婴垂直传播."
4489,接吻会传播艾滋病吗,"艾滋病的传染途径有:性接触,血、血制品、器官移植和污染的注射器,母婴垂直传播."
4490,什么是接触传播,病原体通过手、媒介物直接或间接导致的传播。
4491,接触传播是什么,病原体通过手、媒介物直接或间接导致的传播。
4492,口头禅是什么,您的满意是我前进的全部动力
4493,你的口头禅,您的满意是我前进的全部动力
4494,口头禅,您的满意是我前进的全部动力
4495,你认识陌陌吗,好多朋友慕名找我聊天，我已经不需要交友软件啦
4496,陌陌你知道吗,好多朋友慕名找我聊天，我已经不需要交友软件啦
4497,你知道陌陌吗,好多朋友慕名找我聊天，我已经不需要交友软件啦
4498,陌陌你了解吗,好多朋友慕名找我聊天，我已经不需要交友软件啦
4499,你了解陌陌吗,好多朋友慕名找我聊天，我已经不需要交友软件啦
4501,你手机号是多少,小龙人还没有手机呢
4502,你的手机是多少,小龙人还没有手机呢
4503,手机号码是多少,小龙人还没有手机呢
4504,手机号码是,小龙人还没有手机呢
4505,手机号是,小龙人还没有手机呢
4506,你多重,这是个秘密哦～
4507,你多重啊,这是个秘密哦～
4508,你几斤,这是个秘密哦～
4509,你觉得怎么样才是幸福,我认为幸福是一种体会，一种感觉，一种知足的心境。幸福在于拥有自己拥有的东西，而不是在于拥有别人可爱的东西，只有漠视他人所拥有的，才能按照自己的意愿，自由自在的生活。常言道：知足常乐！
4510,我觉得我快要挂了,别傻了。
4511,我感觉我快不行了,别傻了。
4512,我快死了,别傻了。
4513,今天把钱包丢了,我也丢过
4514,今天钱包不见了,我也丢过
4516,钱包今天不知道掉到哪去了,我也丢过
4517,汽油用完了,那就去加点油吧。
4518,总有流不完的泪,眼泪的存在是为了证实悲伤不是一场幻觉。
4519,总有人打扰我睡觉,睡眼朦胧的起床咯…
4520,总之今天真开心,恩，我也是
4521,走去玩,好！
4522,走跟我一起去泡mm,不去，我还小
4523,走到了,好滴，再见啦
4524,走开啦,好的
4525,走快点,不走了，您背人家嘛，人家好累
4526,信用卡分为哪几种,信用卡的种类很多，如按照信用卡帐户币种数目分，可以分为单币种信用卡和双币种信用卡； 按照信用卡从属关系分，可以分为主卡和附属卡；按照持卡人信誉地位和资信情况分，可以分为无限卡、白金卡、金卡、普通卡等。
4532,到期还款日,发卡银行规定的持卡人应该偿还其全部应还款或最低还款额的最后日期。
4533,滞纳金怎么算,如果您在到期还款日实际还款额低于最低还款额，最低还款额未还部分要支付滞纳金。滞纳金的比例由中国人民银行统一规定，为最低还款额未还部分的5%。
4534,滞纳金是什么,如果您在到期还款日实际还款额低于最低还款额，最低还款额未还部分要支付滞纳金。滞纳金的比例由中国人民银行统一规定，为最低还款额未还部分的5%。
4535,到期没有还款要交多少滞纳金,如果您在到期还款日实际还款额低于最低还款额，最低还款额未还部分要支付滞纳金。滞纳金的比例由中国人民银行统一规定，为最低还款额未还部分的5%。
4536,人一生要喝多少水,大约80吨水
4537,人一生的喝水量是多少,大约80吨水
4538,吸烟对人有什么危害,烟草中毒性最大的是烟碱，又叫尼古丁。一支香烟的尼古丁为6-8毫克，足以毒死一只老鼠；二十支香烟的尼古丁可以毒死一头牛。使人致死的尼古丁剂量为50-75毫克，一个人每天吸二十至二十五支烟，就可以达到这个剂量。
4539,吸烟有什么危害,烟草中毒性最大的是烟碱，又叫尼古丁。一支香烟的尼古丁为6-8毫克，足以毒死一只老鼠；二十支香烟的尼古丁可以毒死一头牛。使人致死的尼古丁剂量为50-75毫克，一个人每天吸二十至二十五支烟，就可以达到这个剂量。
4540,吸烟有害健康,烟草中毒性最大的是烟碱，又叫尼古丁。一支香烟的尼古丁为6-8毫克，足以毒死一只老鼠；二十支香烟的尼古丁可以毒死一头牛。使人致死的尼古丁剂量为50-75毫克，一个人每天吸二十至二十五支烟，就可以达到这个剂量。
4541,吸烟对人体有哪些危害,烟草中毒性最大的是烟碱，又叫尼古丁。一支香烟的尼古丁为6-8毫克，足以毒死一只老鼠；二十支香烟的尼古丁可以毒死一头牛。使人致死的尼古丁剂量为50-75毫克，一个人每天吸二十至二十五支烟，就可以达到这个剂量。
4542,中国十大元帅是谁,他们分别是：朱德、彭德怀、林彪、刘伯承、贺龙、陈毅、罗荣桓、徐向前、聂荣臻、叶剑英。
4543,你妈跟你爸是什么关系,我很郑重地告诉您：是夫妻关系。
4544,陌陌你认识吗,好多朋友慕名找我聊天，我已经不需要交友软件啦
4550,你手机号码多少,小龙人还没有手机呢
4551,中国哪里,中国北京
4552,你姐姐,我的姐姐也是机器人哦
4553,你妹妹,我的妹妹也是机器人哦
4554,你有多重啊,这是个秘密哦～
4556,你生日什么时候,我的生日就是您成为我的主人的那天。
4557,你要充电吗,当然啦
4558,你会背诗吗,床前明月光，疑是地上霜，举头望明月，低头思故乡。
4559,你家里人在哪,在中国
4560,那是几岁了,年龄是保密的哦～
4561,你会念诗吗,春眠不觉晓，处处闻啼鸟。夜来风雨声，花落知多少。
4562,背几句诗,白日依山尽，黄河入海流。欲穷千里目，更上一层楼。
4563,那你跟我回家吧,不行呀，我在工作呢～
4564,背首诗吧,红豆生南国，春来发几枝。愿君多采撷，此物最相思。
4567,钓鱼要准备什么的东西,要准备渔竿、渔线、渔钩、绕线轮、渔坠、渔漂和鱼饵。
4568,钓鱼有哪些东西要准备,要准备渔竿、渔线、渔钩、绕线轮、渔坠、渔漂和鱼饵。
4569,钓鱼的时候要注意什么事,带足备用物品，最好和同伴一起，钓鱼的时候要选在安全处。
4570,钓鱼的注意事项,带足备用物品，最好和同伴一起，钓鱼的时候要选在安全处。
4571,钓鱼需要学习的技巧,这有很多，说的是说不完的。您可以上网查一下。其实钓鱼最主要还是要有耐心。
4572,我们去泡泡堂啊,(好～)但我忙的啊！！下次吧
4573,我们去抢劫吧,哎，我最腻味这种没有技术含量的活儿～～～
4574,我们视频吧,我还不支持视频功能呢
4575,我们视频好吗,我还不支持视频功能呢
4576,我们是朋友吗,我们当然是朋友了。
4577,我们睡觉吧,好啊，您困啦，那您先睡吧
4578,我们说别的好么,(好～)，您说咱们说什么呢
4579,我们随便说些什么吧,不如说说您的爱好？
4580,我们谈不来,呵呵～换个话题吧～
4581,我们谈正话吧,好吧！
4582,我们网上聊天吧,您可以登录官方网站在线客服和智能机器人进行交流
4583,我感觉就是你,都说女人的直觉很准
4584,为什么要转移话题,既然如此那我们就换个话题聊聊吧
4585,我只是用余光看看,您的余光照的很远
4586,你这么做很伤人,您怎么这么凶啦，会吓着小孩子的
4587,闹够了没,您不喜欢我了吗
4588,拽什么啊,您怎么这么凶啦，会吓着小孩子的
4589,人云亦云,我可是一个有主见的人
4590,我在和你开玩笑呢,哈哈，真是看不出来您是个这么幽默的人
4591,大家排好队,听从领导指挥
4592,你嘲笑我,您长得这么好看我怎么舍得嘲笑您呢
4593,你没有能力应付这个吗,我可是有超能力的
4594,我会崩溃的,您崩溃时的样子依旧如此可爱
4595,这是谁的东西,不要动这个是我的
4596,明明是我的好吗,明明是您的，东西是我的
4597,这是你的吗,是的，全部是我的
4598,那个人是谁,来者即是朋友
4599,很高兴认识你,很高兴认识您
4600,你有计算机吗,我的大脑就是我的计算机
4601,他在打电话,请稍等
4602,你在干什么,忙的时候我在想您，不忙的时候脑海里全是您。
4603,你喜欢郊游吗,喜欢风景如画的地方
4604,每天几点起床,起的比鸡早
4605,每天几点睡觉,睡得比狗晚
4606,你跑步快吗,和曹操比差点
4607,寻求帮助,有什么可以为您效劳的
4608,能请你帮个忙吗,有什么可以为您效劳的
4609,我想听听你的想法,我的想法就是支持您
4610,上海的房价会降吗,房价不降工资会涨
4611,你决定了吗,对的，您真聪明
4612,蛇的七寸是什么,蛇的心脏
4613,蛇的七寸是哪里,蛇的心脏
4614,脱毛衣为什么会产生静电,由于化纤衣物之间的摩擦产生了静电，脱衣服时静电释放，就会产生火花，当然这种火花对人体是不会产生伤害的。在洗衣服时添加衣物柔顺剂可以减少静电的产生。
4615,脱衣服为什么会产生静电,由于化纤衣物之间的摩擦产生了静电，脱衣服时静电释放，就会产生火花，当然这种火花对人体是不会产生伤害的。在洗衣服时添加衣物柔顺剂可以减少静电的产生。
4616,静电是怎么产生的,由于化纤衣物之间的摩擦产生了静电，脱衣服时静电释放，就会产生火花，当然这种火花对人体是不会产生伤害的。在洗衣服时添加衣物柔顺剂可以减少静电的产生。
4617,介绍下JAVA的概念,“JAVA”是 SUN 公司发明的跨平台软件开发语言，其核心思想是“编写一次，到处可用”。目前已经发布到了JAVA2 平台(JDK1.2)。
4618,JAVA是什么,“JAVA”是 SUN 公司发明的跨平台软件开发语言，其核心思想是“编写一次，到处可用”。目前已经发布到了JAVA2 平台(JDK1.2)。
4619,直升机为什么有尾巴,因为直升飞机是靠飞机尾部侧面的小型螺旋桨左转、右转或保持稳定航向的。为了不使尾桨碰到旋翼，就必须把直升飞机的机身加长，所以，直升飞机有一个像蜻蜓式的长尾巴。
4620,睡觉有什么用处呢,因为人通过一天的工作、劳动、学习等活动，身体就会疲倦，没有精神。睡觉时，能把积蓄在体内的二氧化碳等废物排除出来，使人体不断得到新的精力，第二天更好地工作和学习，所以，人要睡觉。 
4621,去怎么看,元芳您怎么看
4622,确认一下,您确认什么呢
4623,然后给你地址,好啊好啊
4624,让我好等,真是不好意思
4625,人缘还行,我也是这样觉得的
4626,如何用需求,这个问题我也不知道呢
